,Country_Name,Indicator_Name,Region,Income_Group,Year,Value
2998,Iceland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
2999,India,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2015,
3000,Indonesia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2015,13.22257042
3001,"Iran, Islamic Rep.",Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2015,7.957369804
3002,Ireland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3003,Israel,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: OECD,2015,
3004,Italy,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3005,Jamaica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,20.66420937
3006,Japan,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2015,
3007,Jordan,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2015,
3008,Kenya,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,10.52943039
3009,Kiribati,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2015,
3010,"Korea, Rep.",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2015,29.44841957
3011,Kuwait,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2015,
3012,Lao PDR,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2015,
3013,Latvia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2015,
3014,Lesotho,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
3015,Liechtenstein,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2015,
3016,Lithuania,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2015,
3017,Luxembourg,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3018,"Macao SAR, China",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2015,
3019,Madagascar,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
3020,Malawi,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,9.788399696
3021,Malaysia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2015,16.13003922
3022,Maldives,Government expenditure per primary student as % of GDP per capita (%),South Asia,Upper middle income,2015,
3023,Mali,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
3024,Malta,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2015,
3025,Mauritania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
3026,Mauritius,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2015,12.52923012
3027,Mexico,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,
3028,Moldova,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2015,41.54827881
3029,Monaco,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2015,
3030,Mongolia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2015,
3031,Morocco,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2015,
3032,Mozambique,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
3033,Namibia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2015,
3034,Nepal,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2015,12.94192028
3035,Netherlands,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3036,New Caledonia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2015,
3037,New Zealand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2015,18.10113907
3038,Nicaragua,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2015,
3039,Niger,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
3040,Norway,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3041,Oman,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2015,
3042,Pakistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2015,7.672070026
3043,Panama,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,
3044,Paraguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2015,
3045,Peru,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,12.97548008
3046,Philippines,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2015,
3047,Poland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3048,Portugal,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3049,Romania,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2015,
3050,Rwanda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,5.745900154
3051,Samoa,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2015,
3052,San Marino,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2015,
3053,Sao Tome and Principe,Government expenditure per primary student as % of GDP per capita (%),,,2015,
3054,Saudi Arabia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2015,
3055,Senegal,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
3056,Serbia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2015,
3057,Seychelles,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2015,
3058,Sierra Leone,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
3059,Singapore,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2015,
3060,Sint Maarten (Dutch part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2015,
3061,Slovak Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3062,Slovenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3063,Solomon Islands,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2015,
3064,Somalia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2015,
3065,South Africa,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2015,
3066,South Asia,Government expenditure per primary student as % of GDP per capita (%),0,0,2015,
3067,South Sudan,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
3068,Spain,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
3069,Sri Lanka,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2015,7.211460114
3070,St. Kitts and Nevis,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2015,6.052549839
3071,St. Lucia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,15.99044037
3072,St. Martin (French part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2015,
3073,St. Vincent and the Grenadines,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2015,17.17942047
3074,Swaziland,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2015,
3075,Sweden,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2015,
